"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"28",378.9855,388.9255,398.441589170223,408.395816516774,419.339477364197,431.166073430922,442.862230281872,455.422161077449,469.000849634979,482.955284318682,497.814804096821,514.086813695681,531.706235265685,550.616443886249,569.951329645393,589.124148517206,608.219224834281,626.767916899701,645.302186523647,661.828147840646,677.675895839974,695.041511687974,712.72617000678,730.491989324677,748.157760274392,765.723187150065,791.081640006864,761.263280499201,821.7469714571,849.123745732876,878.745947443142,910.307443702107,942.901621681134,977.430324209157,1012.28114740817,1045.83510147788,1077.28644643042,1107.08548532228,1141.16764231302,1179.5939804939,1216.60736818612,1261.72023713124,1300.22340693664,1342.88065694244,1396.06941131737,1449.23312073646,1501.13697264763,1553.75071764576,1611.10506559277,1661.06923888273,1711.60158949106,1762.15207694054,1820.78379080688,1887.08721417383,1966.3493663373,2039.54346660591,2122.12178729694,2205.07840749795,2281.66705939345,2366.53538999715,2447.03534488245,2515.83119554422,2585.73846769173,2656.40720516359,2732.07531058071,2812.49120128111,2893.30170436224,2975.02625225729,3058.80901134116,3143.14184015813,3226.58891262746,3305.58415566461,3418.98514806156,3537.02664852479,3659.83640341963,3787.68785419576,3920.62575667755,4058.45279890373,4201.09938194579,4347.99418775173,4499.07704370714,4654.19976361301,4813.23581396114,4976.1224403157,5142.856306171,5313.44505444863,5487.83660671139,5665.84942196127,5847.87692858062,6034.19858315838,6225.22486476579,6421.52161958151,6623.66925221133,6832.29392670503,7047.92162853634,7270.979482459,7501.86139902528,7740.90487536661,7988.4030502284,8244.63559317921,8509.941194612
"29",366.3505,376.0255,385.895702525347,395.357877069701,405.264200854343,416.161615621757,427.894576451745,439.54372397438,452.065455820323,465.604637230781,479.520281225553,494.355705208961,510.56869190707,528.153409606942,546.965672485671,566.33742181168,585.328738268416,603.727888201828,622.539627026536,640.029229261449,656.484153971231,673.519496276865,690.795621845514,708.258701046727,726.060206813029,743.790546126871,761.319726182729,786.604512268113,757.014888412234,817.219115240223,844.445660683352,874.104515253067,905.607930936053,938.104023500202,972.545235393905,1007.32478997136,1040.79917120261,1072.23234951698,1101.95445157982,1135.95520954562,1174.26445717895,1211.82326866911,1256.22414772185,1294.69563094338,1337.34987717055,1390.31956867844,1443.2643183805,1494.95439941579,1547.35144977687,1604.46957846953,1654.2279696317,1704.55219802074,1754.89448855264,1813.28472221346,1879.31506872069,1958.25077228607,2031.1434157967,2113.38162993894,2195.9965855292,2272.26979988787,2356.78859232246,2436.95700060321,2505.46950910999,2575.08886160901,2645.46654326613,2720.82300250334,2800.90769282541,2881.38537028016,2962.77332796964,3046.21101991238,3130.1965160745,3213.29990395947,3291.96979768876,3404.90373747637,3522.45907296311,3644.76302437895,3772.08790697934,3904.4782922576,4041.73768090025,4183.79676062849,4330.08656641723,4480.54717347861,4635.03100593235,4793.41205141038,4955.62781393687,5121.67497074785,5291.56113328683,5465.23443760651,5642.5140904025,5823.79189968551,6009.34617107632,6199.58569304969,6395.07398129379,6596.38904996366,6804.15448419379,7018.89410313748,7241.03327239515,7470.96428016158,7709.02323355463,7955.50206400034,8210.67928922197
"30",354.446,363.4385,373.043216097131,382.854955484924,392.271549502179,402.137017267409,412.946869671775,424.631112272588,436.246092060568,448.733754823008,462.236190358546,476.131735369116,490.916468216742,507.10185873141,524.596230508587,543.440597668321,562.631913797402,580.956432850292,599.599875456971,617.413078488654,634.821151511032,652.394699625438,669.340632920892,686.400485645364,703.89363907911,721.751046860643,739.441570636549,756.937974823393,782.139261134028,752.772010942118,812.642443147696,839.908704603361,869.512526649532,900.919243814786,933.333767301779,967.70021427721,1002.38993383223,1035.83077431857,1067.17657426413,1096.83426970432,1130.73420756788,1169.55131549003,1206.43855855132,1250.78496464416,1289.27205031279,1331.74761458713,1384.49541194013,1437.21837197046,1488.69191923859,1540.86947428305,1597.74833069501,1647.29828008904,1697.41169637382,1747.54309913773,1805.68873157125,1871.44247182464,1950.04750759236,2022.63479815362,2104.5285100247,2186.79738514459,2262.75108507985,2346.91582172354,2426.74839831077,2494.97390259416,2564.30161421427,2634.38447829269,2709.42526346494,2789.17447279452,2869.31502300314,2950.36204021184,3033.45020517768,3117.08387956845,3199.83914090221,3278.1794803319,3390.64033106775,3507.70321811693,3629.494828774,3756.28633754462,3888.12212920867,4024.80652760356,4166.27051080501,4311.94749722666,4461.77781311024,4615.61450078229,4773.33207575036,4934.86830383911,5100.21987620389,5269.39437240329,5442.3401457521,5618.87716030314,5799.39558275292,5984.17255287834,6173.61514670745,6368.2845193174,6568.75626351704,6775.65135219423,6989.49141018314,7210.70002119462,7439.66783009771,7676.72953603143,7922.17584749839
"31",345.88,351.571,360.496661259406,370.043252766832,379.804485940052,389.18220115206,398.966678391396,409.732609940994,421.380117864523,432.965909628044,445.421485065278,458.903489115288,472.753402083807,487.516805497961,503.622326325289,521.146728454277,539.817527013815,558.377766351651,576.921331124774,594.622065170159,612.349122934152,630.791668244947,648.270249563855,665.007037365978,682.092079720048,699.633351839215,717.447219617566,735.101536993325,752.55578731892,777.669795350887,748.477977526027,808.189602659194,835.408987805682,864.922690723977,896.248311643438,928.592360413862,962.86576766838,997.509805280373,1030.85182283901,1062.12266677884,1091.69643469956,1126.08188297995,1164.22383864397,1201.10053484224,1245.44565304127,1283.76844624646,1326.06269216507,1378.58532137615,1431.08321928934,1482.33703789431,1534.29185902932,1590.9279127641,1640.26634488921,1690.1658385953,1740.0832420004,1797.98066418301,1863.45371693359,1941.72320599154,2014.0006382049,2095.54476476887,2177.46245309654,2253.09192426122,2336.89738111853,2416.38917090826,2484.32343630013,2553.35520396063,2623.13890050833,2697.85935393189,2777.2681323395,2857.0665810825,2937.76762732768,3020.50110814253,3103.77776972879,3186.17976800012,3264.18569064747,3376.16647203312,3492.72964470393,3614.00135515568,3740.25162031284,3871.52463548692,4007.6255598116,4148.48566600122,4293.5407910751,4442.73151600846,4595.91151045614,4752.95582558993,4913.80249289781,5078.44821765982,5246.90054707914,5419.10805493835,5594.89147382206,5774.6393048954,5958.62750488972,6147.26141211969,6341.09978622129,6540.71576293082,6746.72766434658,6959.65488860703,7179.91921124215,7407.90960954844,7643.95935391173
"32",342.525,343.01,348.660568234195,357.531343946422,367.027360307461,376.745379370284,386.045218075592,395.791126194216,406.525215985386,418.140871487736,429.69868620683,442.137977791321,455.57504206017,469.405760115623,484.099727767967,500.235190889679,517.597007219855,535.680394758762,554.430328863618,572.088489049587,589.700736407988,608.379530150873,626.719578417998,643.991459051928,660.746585278547,677.874542672903,695.371444362675,713.14449998994,730.753683430583,748.164131466496,773.144304964466,744.289649614392,803.766412577363,830.906395177963,860.344520289265,891.59948932728,923.856953826811,958.080379721651,992.616370050692,1025.8710217257,1057.0482340522,1087.08295144357,1120.81040005458,1158.95232983575,1195.87153358683,1240.02359494173,1278.17954954518,1320.28966710934,1372.5836386135,1424.85298648768,1475.88367116335,1527.61230654866,1584.00179474833,1633.12543159525,1682.80768743684,1732.50777500742,1790.15314027681,1855.34115554294,1933.26989772361,2005.23266952944,2086.42179305427,2167.98285203854,2243.28306966599,2326.72367876376,2405.86940037972,2473.50791337725,2542.23915065809,2611.71904329739,2686.11420060008,2765.17727222467,2844.62831775157,2924.97803131487,3007.35133122687,3090.26544716824,3172.30870764877,3249.97503085741,3361.46830297181,3477.52401689245,3598.26776993531,3723.9684035039,3854.66992050507,3990.17832831384,4130.42519884937,4274.84882521927,4423.39004707995,4575.90317113665,4732.26379252694,4892.41021251923,5056.33915073714,5224.05812152706,5395.51592255602,5570.53406685083,5749.49936423355,5932.68657005557,6120.49925798782,6313.4937551015,6512.24070198169,6717.35572885625,6929.35597265946,7148.66137271802,7375.65921291249
"33",342.2515,339.616,340.103983499858,345.725809883057,354.548762305294,364.001041549986,373.636977397041,382.901087287471,392.620584826887,403.327587367772,414.912753156084,426.457858010179,438.856420681319,452.273894553416,466.041339666741,480.766015705275,496.75050898636,513.568633050414,531.822137680136,549.73867391242,567.306092322103,585.793808423389,604.366359592067,622.499216237341,639.779066769013,656.569962600856,673.653365135299,691.109695653504,708.834510514842,726.398097544394,743.721801054098,768.72576957965,740.129697337803,799.342839630997,826.416791891702,855.788065447959,886.958508462117,919.170488195275,953.286000423177,987.725392418668,1020.87314228408,1052.45991370647,1081.85221181342,1115.61737280083,1153.81085344471,1190.56627201708,1234.52246096616,1272.50914377584,1314.43244763791,1366.49442666666,1418.53189130358,1469.33618784082,1520.83533875923,1576.97466548564,1625.88037445702,1675.34222421383,1724.82182659249,1782.21145892364,1847.11027968812,1924.69330550255,1996.33682785977,2077.16577094312,2158.36499946344,2233.33116168481,2316.40160204424,2395.19620839113,2462.53465570973,2530.96097964364,2600.13263766582,2674.19775469417,2752.910077711,2832.00865345609,2912.00191046403,2994.00977655633,3076.55605944829,3158.23535026765,3235.55712128301,3346.55577423873,3462.09662857645,3582.30472442302,3707.44771051707,3837.56939455477,3972.47664452331,4112.1013359103,4255.88425373147,4403.7665000971,4555.60302805363,4711.26998463764,4870.70594483248,5033.90764281457,5200.88255959429,5371.5797199883,5545.82142884764,5723.99277998459,5906.36730984952,6093.34680173385,6285.48511466725,6483.35035769399,6687.55542991297,6898.61517407668,7116.94766652913
"34",338.8195,339.2755,336.670351020408,337.17276069015,342.773392601787,351.556826349597,360.927565371134,370.523272728379,379.762908475687,389.46155790337,400.142043323447,411.710494156063,423.219367990305,435.602405858983,448.959202445385,462.754762077056,477.342236626013,492.816399139106,509.796368728364,527.271794631992,545.092499362835,563.4653201261,581.846021489999,600.213704566944,618.342379279438,635.647339163924,652.393462136983,669.436254017089,686.844190712666,704.52053050197,721.999367308556,739.383863771518,764.339828898832,735.973590224552,794.937323764878,821.95218490078,851.245032260238,882.370088322755,914.482000679316,948.499305073017,982.823538315506,1016.3274507398,1047.26237359511,1076.73001691422,1110.57870472318,1148.59968512066,1185.18909843105,1228.94675995355,1266.76187651595,1308.49583444453,1360.32267637503,1412.12511463256,1462.69995437448,1513.96651019884,1569.85228455113,1618.53711166766,1667.77556776862,1717.03169631201,1774.16212928371,1838.76783555891,1916.00045887418,1987.3204044049,2067.7842848555,2148.61677835479,2223.24435709969,2305.93961113966,2384.37834290322,2451.4126571981,2519.52993473091,2588.38918006245,2662.11978317059,2740.47660323544,2819.21793152428,2898.8499002623,2980.48737913486,3062.6608430562,3143.97123066081,3220.94377913014,3331.44110843947,3446.46012435067,3566.12530224886,3690.70308204141,3820.23707356772,3954.53501709264,4093.52909578706,4236.66262035227,4383.87695890992,4535.02771960869,4689.99160886514,4848.70747908769,5011.17207920282,5177.39285643303,5347.31906582359,5520.77381478286,5698.14045785303,5879.69129606147,6065.82629805178,6257.09682135813,6454.06840916936,6657.35119243537,6867.45768862955
"35",329.8835,335.8045,336.264229094795,333.701592812776,334.226435722473,339.813642008109,348.519825006884,357.850613741884,367.416457631456,376.637041709153,386.315546462291,396.983653156542,408.513696638672,420.009567413346,432.338906816972,445.719438911436,459.387919685486,473.491403576946,489.124990498789,505.382675980681,522.762142401747,541.323240557825,559.588166179691,577.769216930549,596.123602219805,614.264950965388,631.518479699875,648.224871854558,665.219838116699,682.579407049824,700.172030756129,717.704077121881,735.081365895754,759.963626652792,731.838795111901,790.560094963399,817.50661427956,846.758056952415,877.78575377388,909.80740144793,943.707986039506,978.339507829178,1011.18073411395,1042.19917280343,1071.78454465695,1105.47776383042,1143.32411205383,1179.74546844596,1223.30214894471,1260.94357887544,1302.48585074726,1354.07464952403,1405.63915671506,1455.98170380893,1507.01278990032,1562.64187822892,1611.10309361542,1660.11539514206,1709.14528794075,1766.01331811243,1830.32228730124,1907.20017749868,1978.19254712228,2058.2868531371,2138.74807914333,2213.0328898642,2295.34832066321,2373.42677959539,2440.15320209156,2507.95761372392,2576.50058526157,2649.89254019751,2727.88946365531,2806.2691292725,2885.53534458487,2966.7978586282,3048.59389591546,3129.53082103661,3206.14983092427,3316.13964073658,3430.63036882882,3549.74591886472,3673.75150698048,3802.6905427134,3936.37164938649,4074.72732165654,4217.20342712531,4363.74160321347,4514.19812126835,4668.4502539998,4826.43713467006,4988.15552713792,5153.61284442046,5322.75857463692,5495.41663767177,5671.96862730153,5852.68559386199,6037.96566892169,6228.35767760339,6424.42456552915,6626.77366128832
"36",319.2965,326.8785,332.753593231818,333.228933924359,330.71630997858,331.271863248,336.809940309065,345.48021163232,354.7814872521,364.323699708769,373.526082614451,383.197094003082,393.832016916988,405.34584029551,416.792545561912,429.147487853666,442.406498879685,455.612178026179,469.874606030475,484.836778757557,501.007760250762,519.070845410614,537.51927861915,555.588596274654,573.752160070298,592.108866825268,610.19119581776,627.398449595219,644.057520317639,661.004909718921,678.28282367007,695.922754643539,713.443986492438,730.789243363377,755.609873354063,727.730683967875,786.200976816108,813.114009810879,842.275834416205,873.215266233373,905.127228695751,939.291190752889,973.252254401386,1006.18336161987,1037.32702657729,1066.77409064704,1100.30979838227,1137.97921982673,1174.23031109226,1217.58336974785,1255.04883086611,1296.39689799435,1347.7445258147,1399.06797560934,1449.17517781211,1499.9677001817,1555.33672972323,1603.57139520083,1652.35457056219,1701.15525495868,1757.75743445055,1821.76576753283,1898.284263545,1968.94475303017,2048.66462853212,2128.74970872202,2202.68724756851,2284.61786438379,2362.33131662727,2428.74580173562,2496.23323652049,2564.4557785387,2637.50463558548,2715.13693352237,2793.1501843486,2872.04584036494,2952.92846267409,3034.34211407505,3114.90066954809,3191.16149548241,3300.6371171714,3414.59261592998,3533.15131618829,3656.57719423141,3784.91345666271,3917.96962146635,4055.67849887788,4197.4885469963,4343.34167607978,4493.09482938849,4646.62585336647,4803.87416582009,4964.83654573669,5129.52037147843,5297.87536730107,5469.72627624084,5645.45290817272,5825.32504630728,6009.73896099952,6199.2409116858,6394.39121229023
"37",307.989,316.3165,323.835975943891,329.67580072677,330.174742212008,327.720918283596,328.272567644702,333.800705072042,342.445588471346,351.722532723149,361.242135537868,370.43846540224,380.083035781917,390.705986064851,402.168562046014,413.639779721494,425.884047265141,438.696097537628,452.057636241862,465.697092088553,480.580286200183,497.38895406498,515.340190276275,533.594810474097,551.639633887101,569.800023045086,588.092084299021,606.119635556156,623.273498279727,639.884667602792,656.754080534993,674.074186838651,691.69944824378,709.18595829092,726.510040849833,751.273663343507,723.629977885142,781.88330408531,808.716718087777,837.79635564394,868.628128004875,900.766636527354,934.258633818764,968.320326908471,1001.38218988646,1032.37724765201,1061.68380014401,1095.0594866563,1132.54916217337,1168.62727531053,1211.77346761579,1249.06015603739,1290.21092396679,1341.31353801662,1392.39208941022,1442.26019674019,1492.81035411751,1547.91518109946,1595.91968682557,1644.47008512905,1693.03790892037,1749.370001672,1813.07290831689,1889.22628356266,1959.54960473663,2038.88908355598,2118.59202442819,2192.17675797588,2273.71642918764,2351.05905873175,2417.156636047,2484.32204328042,2552.21905006041,2624.91934230182,2702.18120478065,2779.82220236856,2858.34139460305,2938.83807198927,3019.86324457342,3100.03740146248,3175.93433614615,3284.88757664658,3398.29931773596,3516.29229538133,3639.12922626091,3766.85311081053,3899.2743759311,4036.32615246531,4177.45953028633,4322.61669683723,4471.65527799729,4624.4537030866,4780.95167898957,4941.14600006313,5105.04400946238,5272.59567134218,5443.62656500656,5618.51468800436,5797.52853623056,5981.06248917006,6169.6601996912
"38",296.5325,305.039,313.294374183079,320.760733021157,326.573824388284,327.10376137613,324.674250562746,325.262895018702,330.790796965036,339.415387834594,348.669227684039,358.177005374518,367.349293534798,376.986787501681,387.563933051332,399.043668950234,410.412877845309,422.228714967054,435.18964560349,447.968335561839,461.537382310724,477.018612275475,493.721742625172,511.483672155055,529.705617050755,547.738929149961,565.832831088383,584.064454145493,602.029543760679,619.128512104312,635.663202409008,652.571140947495,669.874469684927,687.461067250256,704.923404508019,722.230106240348,746.927719335719,719.549853000359,777.542272251389,804.302617270717,833.279725093097,864.296180666936,895.767795189389,929.377568818236,963.577042861859,996.476953433334,1027.32018296711,1056.48317831276,1089.69537516467,1127.00140878675,1162.90279451902,1205.83763667501,1242.94167752697,1283.89086982525,1334.74315946566,1385.57150431994,1435.19533442949,1485.49787358752,1540.33277145671,1588.1021287512,1636.41470458692,1684.74462055232,1740.80077247174,1804.19163260431,1879.9719731426,1949.95081792983,2028.90165502216,2108.21417376091,2181.43845500473,2262.5787069222,2339.54247623727,2405.31627682772,2472.15267660797,2539.71709221939,2612.06126456247,2688.94466244696,2766.20533826017,2844.33990691346,2924.44227407501,3005.07054761882,3084.85197413885,3160.37713028038,3268.79666705371,3381.65286460315,3499.06785767779,3621.30307604717,3748.40130951097,3880.17391358743,4016.55434667555,4156.99638746598,4301.44250659464,4449.75102735557,4601.80097457869,4757.53235049217,4916.94196515569,5080.03712575413,5246.76804154124,5416.96114621488,5590.9925857158,5769.12954072101,5951.76445886097
"39",285.362,293.6095,302.040289897511,310.232755730767,317.654127324305,323.446513077679,323.973092080922,321.609550656726,322.244046249493,327.777715611837,336.381558521916,345.622709545967,355.10165022608,364.267467594871,373.864424752063,384.459301713416,395.836749934327,406.794556138746,418.757221897243,431.16806773494,443.880607210684,458.012073420727,473.394264429908,489.917927981777,507.642837577111,525.843758438693,543.805841871281,561.836451718303,579.99929846864,597.899428772869,614.917629427323,631.48498832071,648.374473250344,665.637883656416,683.194961676285,700.634941982905,717.915667210571,742.57640439828,715.422266577492,773.15727591191,799.823169097894,828.947520209207,859.294395155338,890.908079636333,924.668640893793,958.694834600415,991.428049403885,1022.11500386744,1051.1302374769,1084.1741562829,1121.29116939344,1157.01065162011,1199.72795347392,1236.6439972621,1277.38571005843,1327.98034363446,1378.55115374671,1427.92355209465,1477.971220639,1532.52828354587,1580.05560523714,1628.12339311467,1676.20843326371,1731.98056242642,1795.05023663688,1870.44661679818,1940.07089596279,2018.62170855064,2097.53237023282,2170.38564202444,2251.11477621014,2327.68858900521,2393.1291298994,2459.62688605423,2526.84896936278,2598.82659154933,2675.32044013613,2752.18965507702,2829.92833505757,2909.62484319455,2989.84459307529,3069.22178669817,3144.36427541938,3252.23447702325,3364.51885993252,3481.33894006953,3602.95482260336,3729.40908052828,3860.5140251778,3996.20345210085,4135.93390755737,4279.64815367041,4427.20523157509,4578.48477905282,4733.42710232574,4892.02902761618,5054.29782508531,5220.18395626435,5389.51473426901,5562.66439920092,5739.8987779982
"40",274.7335,282.46,290.631269064502,298.995354769316,307.131670579593,314.514728441393,320.252146922053,320.816715828354,318.528141622121,319.21352167477,324.752691730931,333.345856249792,342.556448123758,352.022341858054,361.148643086708,370.764121900925,381.264107463672,392.238940957122,403.340516143872,414.785915884762,427.130345211303,440.371874267125,454.409895633779,469.622521962987,486.110463389096,503.809648997261,521.932486528262,539.826475600382,557.783865453893,575.875385055035,593.685487509371,610.724805371496,627.269834700936,644.117584789918,661.348775405052,678.878032473129,696.286296473481,713.568194874176,738.148628060974,711.227118432986,768.679301596132,795.457089237333,823.908586051181,854.418503500086,886.205424733377,919.787780996906,953.634367569728,986.194800223609,1016.71977371498,1045.58185052441,1078.45134713094,1115.37243822923,1150.9033753051,1193.39519404387,1230.11637663561,1270.64303445623,1320.97060445175,1371.27447673555,1420.38626306698,1470.16975518366,1524.43883884191,1571.71528774675,1619.52934998917,1667.36057343704,1722.83830962853,1785.57507080404,1860.57347146001,1929.83023913239,2007.96642155537,2086.4605536106,2158.92926968473,2239.2322754433,2315.40189365937,2380.49700690786,2446.64375491025,2513.51100670825,2585.10869529041,2661.19877138898,2737.66223247177,2814.99056912631,2894.26639954883,2974.06270978555,3053.02091119441,3127.7667605753,3235.06756973111,3346.75925995313,3462.96270574236,3583.93663930373,3709.72340891013,3840.13631660898,3975.10950740916,4114.10239618909,4257.05804720174,4403.83624563306,4554.31726459598,4708.44172540602,4866.20647103827,5027.6187332784,5192.62923514623,5361.06620128454,5533.30189637001
"41",264.75,271.8475,279.500288366149,287.604139335971,295.906891070382,303.994365832077,311.303934927155,317.02637425306,317.637076410244,315.429420350935,316.165582151148,321.718125192823,330.283697898962,339.478638636102,348.898848153314,358.041275667235,367.568340232083,377.682318782263,388.789022516209,399.403036663629,410.786258625927,423.625278739785,436.776486784562,450.65472513855,465.83508674225,482.296578953778,499.915675996924,517.961754780984,535.778007682781,553.658723020339,571.654726509057,589.471517891776,606.479005058382,622.979319014893,639.791628962112,656.990188859114,674.481425007566,691.884033937299,709.125097236564,733.627903438564,706.92401977683,764.252129274774,790.348987898623,818.991003251891,849.693860128759,881.305010511952,914.701667781061,948.36109425583,980.741478804859,1011.09765958742,1039.80013894042,1072.48787842368,1109.20480846085,1144.53927155395,1186.79612500474,1223.31425196132,1263.61681116463,1313.66608683599,1363.69179583592,1412.53201071286,1462.04021707078,1516.00921117651,1563.02423741785,1610.57390417807,1658.14063724812,1713.31160045017,1775.70144869997,1850.28513373933,1919.15893507033,1996.86305101203,2074.92313724641,2146.99112599824,2226.85008348035,2302.59850964554,2367.33366908444,2433.11464809517,2499.61214676087,2570.81392450615,2646.48324839466,2722.52389257557,2799.42462986085,2878.26209193673,2957.61715575069,3036.1387451932,3110.47127548003,3217.17874770009,3328.25282090928,3443.81370121376,3564.1186901175,3689.20990172183,3818.90167045029,3953.12850546744,4091.35281090332,4233.5179658462,4379.48453082222,4529.1334409932,4682.40564601859,4839.29800633073,4999.81771372599,5163.91576370912,5331.4213307821
"42",255.4505,261.877,268.905330345121,276.492035311347,284.534468771014,292.782822174942,300.786322858704,308.061935061947,313.777554155783,314.440243054093,312.312567145665,313.107040989006,318.656966669504,327.207967769219,336.356814849178,345.782671900121,354.839656662678,363.995869285528,374.238778563645,384.876828595997,395.433055054765,407.284257187005,420.031625576639,433.030213344758,446.878941620945,462.036184418772,478.419593946004,495.960034782631,513.91919623213,531.654405878615,549.436218038342,567.426614858428,585.199273468535,602.152592525439,618.6141701534,635.389588125845,652.546481909421,670.024659392685,687.380081653815,704.58375373807,728.984565819383,702.623386988967,759.062504101335,785.381591637823,814.240556166853,844.765325254753,876.193119414745,909.396063868274,942.860253370053,975.052819856634,1005.23292369825,1033.76891818288,1066.26705683277,1102.77101525905,1137.9005255547,1179.91227381446,1216.21858229066,1256.2873719237,1306.04634350775,1355.78188511566,1404.33880889969,1453.55984957002,1507.21580378922,1553.95812569867,1601.23198701663,1648.5228156536,1703.37376710914,1765.40173144132,1839.55280385395,1908.02711197016,1985.28051564567,2062.88782485607,2134.5377929389,2213.93353928648,2289.2425969008,2353.60226876018,2419.00169405573,2485.11348293042,2555.90226434706,2631.13267850681,2706.73225916559,2783.18694407443,2861.56712006241,2940.46189550923,3018.52803104053,3092.42940548997,3198.51793537935,3308.94773837653,3423.83832334833,3543.44549935597,3667.81113622363,3796.750645303,3930.19891562943,4067.62146958547,4208.96201468134,4354.0819202431,4502.86281205212,4655.24598228141,4811.22830957396,4970.81694401108,5133.9631653415
"43",246.112,252.5925,258.95442147923,265.920993673269,273.448216814532,281.43575365315,289.595558256652,297.55505728063,304.803919353973,310.517472988498,311.231242880411,309.191612328056,310.029234581511,315.588553466228,324.094848991498,333.244488678947,342.581408975346,351.278920000074,360.562520193506,370.363720972911,380.938691498983,391.938678506914,403.703078427715,416.300407384692,429.270744013717,443.099083926663,458.184253207399,474.492116793182,491.94334968905,509.812597098741,527.445685868849,545.213850013845,563.151022710924,580.857412451154,597.762375549212,614.182889426479,630.913696241773,648.051885091825,665.478028671748,682.789494797485,699.931594172782,724.316812864771,697.59690456717,754.055504100048,780.61668041078,809.300557561204,839.640132831884,870.877254520266,903.878756662845,937.139918879596,969.13717301978,999.134174128715,1027.49704069446,1059.7980130912,1096.08050195009,1130.9968814571,1172.75374438076,1208.8397824321,1248.66547466177,1298.12255849486,1347.55635450151,1395.81868336027,1444.74109990726,1498.07152337633,1544.53025955267,1591.51731028716,1638.52122539992,1693.03939605541,1754.69103664028,1828.39223439173,1896.45110878377,1973.23581594994,2050.37228150562,2121.58754913077,2200.501601373,2275.35375882827,2339.32296046748,2404.32560735728,2470.03629591538,2540.39560169507,2615.16959282573,2690.31051072175,2766.30134494914,2844.20598829856,2922.62210903119,3000.21461720783,3073.66763191398,3179.11252254251,3288.87234776874,3403.06589139906,3521.94741050073,3645.55852087365,3773.71575376911,3906.35439325077,4042.94320437763,4183.42623618655,4327.66569907605,4475.54393700408,4627.00259832411,4782.03858061641,4940.65899058273
"44",236.153,243.282,249.695536183977,256.00007173216,262.912064968054,270.386896253521,278.285360693199,286.397009924659,294.318719799248,301.546393144708,307.257006888874,308.028533215972,306.062555004646,306.955194079323,312.494020023798,321.000612733232,330.063362575668,339.042217661235,347.863608551867,356.731868751964,366.475534164139,377.46424733168,388.381485785649,400.003648018026,412.571288172119,425.521573953204,439.284056946935,454.29902200898,470.522217498831,487.881613735552,505.641986710564,523.252835015078,540.962944184159,558.826931280016,576.4728080666,593.327288399985,609.699508827243,626.407740771417,643.490972860876,660.868269180934,678.113034706673,695.244419314988,718.892981227322,692.797005118887,749.298749546668,775.692371883359,804.195304577437,834.343490869413,865.383561651041,898.176882771492,931.228225970989,963.02363411509,992.83140728147,1021.01535439904,1053.11256487548,1089.16617549776,1123.86229449834,1165.35574558194,1201.21414465328,1240.78860730923,1289.93370454791,1339.05566086509,1387.01353991703,1435.62734267311,1488.62134563562,1534.78700948021,1581.47765515392,1628.18505882153,1682.35931638959,1743.62204432747,1816.8583180699,1884.48786151892,1960.78819319355,2037.43806428535,2108.20408971718,2186.6203340722,2261.00030700144,2324.56597628856,2389.15857161731,2454.45474212561,2524.37020531503,2598.67250501072,2673.33941681381,2748.8508834817,2826.26408652604,2904.1855404373,2981.2885773289,3054.27823362143,3159.05795376728,3268.12538891668,3381.59857356059,3499.73016085456,3622.56150407649,3749.91029184052,3881.71221645321,4017.43939412505,4157.03622684439,4300.36579421805,4447.3111824052,4597.81440785484,4751.87238771801
